canonical_signature,source_row_id,assembly_template_id,opaque_token_id,source_bucket,source_role,generated_role,source_native,expected_native,formula_status,formula_pass,signature_match,role_match,lineage_match,structural_match,native_match
UT:1+2+12,QP093A-0129,TPL_2ea2c2651533431af8aaec43,TOK_052ff3596fba526808a95b7c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5364,5364,EXACT,True,True,True,True,True,True
UT:1+2+2,QP093A-0123,TPL_8a1f435bbc944f6894cb1be5,TOK_243cffcf56456a4af515c2f3,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,324,324,EXACT,True,True,True,True,True,True
UT:1+2+3,QP093A-0124,TPL_89a1688fd2fe63764d85bb52,TOK_1d1babf695240704564e59ef,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,504,504,EXACT,True,True,True,True,True,True
UT:1+2+4,QP093A-0125,TPL_5cfe96f1de5c2b293a12c844,TOK_70cdbaffb84d4598cb6e53db,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,756,756,EXACT,True,True,True,True,True,True
UT:1+2+6,QP093A-0126,TPL_f6ac70237e980d15b05de242,TOK_5f6c61e3c2c928d063b1271e,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1476,1476,EXACT,True,True,True,True,True,True
UT:1+2+8,QP093A-0127,TPL_b9a9b92cf700e03f776a7cfb,TOK_a5a2383cd62ebff9884850a2,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2484,2484,EXACT,True,True,True,True,True,True
UT:1+2+9,QP093A-0128,TPL_9bd7df3268112829572843c4,TOK_7f1fd21b7fe4f800281c633a,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3096,3096,EXACT,True,True,True,True,True,True
UT:1+3+12,QP093A-0135,TPL_5345281071a352e3d9a622d0,TOK_702c665e177a46a0bea405f6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5544,5544,EXACT,True,True,True,True,True,True
UT:1+3+3,QP093A-0130,TPL_268964936ad998911fe2b4a3,TOK_1d99e2e36eb3ebb446b3314c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,684,684,EXACT,True,True,True,True,True,True
UT:1+3+4,QP093A-0131,TPL_67cd23a80259abb00c870de8,TOK_e678e685f4f2d76f8e5a06f8,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,936,936,EXACT,True,True,True,True,True,True
UT:1+3+6,QP093A-0132,TPL_fa82d5e0560c60b67edabae8,TOK_2023418592929fe79998a258,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1656,1656,EXACT,True,True,True,True,True,True
UT:1+3+8,QP093A-0133,TPL_0d658cc09710077790eac635,TOK_569a41cb01ac33461e7f2d32,THREE_BODY_COLOR,REJECTED,REJECTED,2664,2664,EXACT,True,True,True,True,True,True
UT:1+3+9,QP093A-0134,TPL_8c9c2797cee6a6c69d9eaf3b,TOK_6ccb08ffe60967b370e6e7ff,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3276,3276,EXACT,True,True,True,True,True,True
UT:1+4+12,QP093A-0140,TPL_7efc32f5ed8344843e426e4c,TOK_856d05c2a1bd8ff06e038fbc,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5796,5796,EXACT,True,True,True,True,True,True
UT:1+4+4,QP093A-0136,TPL_76188933c7f988b15213fc82,TOK_c8bcb8bdef63056faee8e557,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1188,1188,EXACT,True,True,True,True,True,True
UT:1+4+6,QP093A-0137,TPL_6aa7a3010e1a90d2de7d5ed3,TOK_60875c93b77925ff04b55f8e,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1908,1908,EXACT,True,True,True,True,True,True
UT:1+4+8,QP093A-0138,TPL_80fd8b1ea160dd867ee4d226,TOK_4a9f199b1e4c95a2c1b2a3f8,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2916,2916,EXACT,True,True,True,True,True,True
UT:1+4+9,QP093A-0139,TPL_1096cc15d3fdedcfe912216b,TOK_d03e6c47b87df617c783889e,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3528,3528,EXACT,True,True,True,True,True,True
UT:1+6+12,QP093A-0144,TPL_7cd5e6d29fe599bfd79af649,TOK_ab40bb9c08bea87e1dd0b43d,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6516,6516,EXACT,True,True,True,True,True,True
UT:1+6+6,QP093A-0141,TPL_832039c357407f9da80b7001,TOK_e16e81299e39ab32884e05fd,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2628,2628,EXACT,True,True,True,True,True,True
UT:1+6+8,QP093A-0142,TPL_5f2bc576f263398fa36e29c4,TOK_5ba381bf732054dc9a9e9979,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3636,3636,EXACT,True,True,True,True,True,True
UT:1+6+9,QP093A-0143,TPL_5b749944892837dd61fae82e,TOK_1345864ec09dba3f42a2bb35,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4248,4248,EXACT,True,True,True,True,True,True
UT:1+8+12,QP093A-0147,TPL_ac204c80a35312794cb07902,TOK_62da9b58f4d3d5002e1771b7,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7524,7524,EXACT,True,True,True,True,True,True
UT:1+8+8,QP093A-0145,TPL_d65c90c32364ed55d0115076,TOK_4492d05a50987840009a6cc6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4644,4644,EXACT,True,True,True,True,True,True
UT:1+8+9,QP093A-0146,TPL_231e81ee9fe7b75719b02b2a,TOK_78fd1d7a8f0137023ea8f408,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5256,5256,EXACT,True,True,True,True,True,True
UT:1+9+12,QP093A-0149,TPL_f3b8cc87c6bbe0c8579a2a81,TOK_8879940e853d35ed2545bdc7,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8136,8136,EXACT,True,True,True,True,True,True
UT:1+9+9,QP093A-0148,TPL_17fca4225c7feb94950a04a7,TOK_df88b3374176d1cc200f6c9f,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5868,5868,EXACT,True,True,True,True,True,True
UT:12+12+12,QP093A-0234,TPL_8f611c1d18a17a97476548e4,TOK_d319793e4c42b304b23153fe,THREE_BODY_COLOR,REJECTED,REJECTED,15552,15552,EXACT,True,True,True,True,True,True
UT:2+12+12,QP093A-0178,TPL_6ae0251d60484ed4ccbc4597,TOK_4f1b47806217cc562c160dbb,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10512,10512,EXACT,True,True,True,True,True,True
UT:2+2+12,QP093A-0157,TPL_4c61e613f46de25d2ab4f258,TOK_3bd9f82f617648b5ee5930af,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5472,5472,EXACT,True,True,True,True,True,True
UT:2+2+2,QP093A-0151,TPL_a144a8e7ab558f355d8af0d7,TOK_b6c6d24726ffac391cb3e059,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,432,432,EXACT,True,True,True,True,True,True
UT:2+2+3,QP093A-0152,TPL_393b7fe680e4eaf70789ab04,TOK_8befa32bcd79c87cf9e337f6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,612,612,EXACT,True,True,True,True,True,True
UT:2+2+4,QP093A-0153,TPL_83847f5d8d88344a26490197,TOK_d625eb53abd04de9ba52aebf,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,864,864,EXACT,True,True,True,True,True,True
UT:2+2+6,QP093A-0154,TPL_e5f8d486e00f9802ea619e59,TOK_c94acd7086ac2f021294c092,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1584,1584,EXACT,True,True,True,True,True,True
UT:2+2+8,QP093A-0155,TPL_d2e1ea31f6dc4f155c237c1a,TOK_ccec4d7fc9efda1326300a2b,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2592,2592,EXACT,True,True,True,True,True,True
UT:2+2+9,QP093A-0156,TPL_8a2dfdc30f5e63ff12a434ca,TOK_93300eeacfb1c2677f6bf00b,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3204,3204,EXACT,True,True,True,True,True,True
UT:2+3+12,QP093A-0163,TPL_e5c2ae31485b36979239261a,TOK_8983aca5929d2f84048744df,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5652,5652,EXACT,True,True,True,True,True,True
UT:2+3+3,QP093A-0158,TPL_f36431ffdde1f3cf30b41a5f,TOK_3cb2b0617c52bdf37f2c5cad,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,792,792,EXACT,True,True,True,True,True,True
UT:2+3+4,QP093A-0159,TPL_4332e5dee9a3972236b02f7d,TOK_35b399b42dc5524877c44c5c,THREE_BODY_COLOR,REJECTED,REJECTED,1044,1044,EXACT,True,True,True,True,True,True
UT:2+3+6,QP093A-0160,TPL_e3f9e00fc621d45f38ca81aa,TOK_38ae2915e81e7cb2b8149ea6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1764,1764,EXACT,True,True,True,True,True,True
UT:2+3+8,QP093A-0161,TPL_de35bafbb4e375bb5982e52d,TOK_ca2c0798bb39a72c9f408ac0,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2772,2772,EXACT,True,True,True,True,True,True
UT:2+3+9,QP093A-0162,TPL_0ac13fd9870897ac6d4cc5f8,TOK_cf8150edaa7bd5cda911bee4,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3384,3384,EXACT,True,True,True,True,True,True
UT:2+4+12,QP093A-0168,TPL_63c9954668f325ce374c0dc6,TOK_18e5fe95b9101b39205d106a,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5904,5904,EXACT,True,True,True,True,True,True
UT:2+4+4,QP093A-0164,TPL_7eeb84e0d06f3be1f80e149a,TOK_7c6de937b38c751f33ee6073,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1296,1296,EXACT,True,True,True,True,True,True
UT:2+4+6,QP093A-0165,TPL_e0419ac6d91432478eecb0bc,TOK_086046a16c2272d3674e6568,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2016,2016,EXACT,True,True,True,True,True,True
UT:2+4+8,QP093A-0166,TPL_b9c7abe8178af6d5ba8ddc77,TOK_dadb186993de632dca4a0a43,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3024,3024,EXACT,True,True,True,True,True,True
UT:2+4+9,QP093A-0167,TPL_e3dc32fdb77a2aa24cf39a03,TOK_e274a6a5b2a5617d5ba3868a,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3636,3636,EXACT,True,True,True,True,True,True
UT:2+6+12,QP093A-0172,TPL_2a2ac1f930ab6527b23fbf2e,TOK_ad517642e42bf56332968b52,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6624,6624,EXACT,True,True,True,True,True,True
UT:2+6+6,QP093A-0169,TPL_1b4431891b02c2a33a2c33da,TOK_3c9cdc895c6cdd2008512ab3,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2736,2736,EXACT,True,True,True,True,True,True
UT:2+6+8,QP093A-0170,TPL_b6fd0a5bd6f264740d70749f,TOK_678b865f364aae1c6fdbaf10,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3744,3744,EXACT,True,True,True,True,True,True
UT:2+6+9,QP093A-0171,TPL_b9100c3a01c030ff4c9fb5a7,TOK_c5771d38689a1c83b97d1884,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4356,4356,EXACT,True,True,True,True,True,True
UT:2+8+12,QP093A-0175,TPL_2d394f367b2d6e35c80a4e5d,TOK_643a6a64933184da460d3cbf,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7632,7632,EXACT,True,True,True,True,True,True
UT:2+8+8,QP093A-0173,TPL_2298448fb1fddc1e7532afc0,TOK_360e725ca0ec28eab6672f8e,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4752,4752,EXACT,True,True,True,True,True,True
UT:2+8+9,QP093A-0174,TPL_0ddf20b6737a09217653acc1,TOK_034ba9120b4732871d2d2fe9,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5364,5364,EXACT,True,True,True,True,True,True
UT:2+9+12,QP093A-0177,TPL_91e9d3734286fd4369e5e9ba,TOK_63dd90f296b721eb4532c60f,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8244,8244,EXACT,True,True,True,True,True,True
UT:2+9+9,QP093A-0176,TPL_57802958e88549166e6f1715,TOK_ab87f40787cda9639ea3ea49,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5976,5976,EXACT,True,True,True,True,True,True
UT:3+12+12,QP093A-0199,TPL_0bf88aa305c0535c99d02c8d,TOK_88b5b323ece31d6498dff93c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10692,10692,EXACT,True,True,True,True,True,True
UT:3+3+12,QP093A-0184,TPL_aa3c5aa4105d778a4ff27580,TOK_724e96ece4cbd0bd51c2133b,THREE_BODY_COLOR,REJECTED,REJECTED,5832,5832,EXACT,True,True,True,True,True,True
UT:3+3+3,QP093A-0179,TPL_934a5b943c0fce2ecc9be289,TOK_8c1792ca8550718d57973113,THREE_BODY_COLOR,REJECTED,REJECTED,972,972,EXACT,True,True,True,True,True,True
UT:3+3+4,QP093A-0180,TPL_e05009b13b7c8d3dcfe435d0,TOK_c8051b5537d637b1e36d8ce1,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1224,1224,EXACT,True,True,True,True,True,True
UT:3+3+6,QP093A-0181,TPL_62ba877524e971cf1c3530cb,TOK_39c7f739d74fe216181d657a,THREE_BODY_COLOR,REJECTED,REJECTED,1944,1944,EXACT,True,True,True,True,True,True
UT:3+3+8,QP093A-0182,TPL_ffee8c25235058ef537e6ebb,TOK_6b3379ecd0ececa59f2c5975,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2952,2952,EXACT,True,True,True,True,True,True
UT:3+3+9,QP093A-0183,TPL_af7739241786b38fb6cec8f9,TOK_7ffeb4ab344105d1d49b1611,THREE_BODY_COLOR,REJECTED,REJECTED,3564,3564,EXACT,True,True,True,True,True,True
UT:3+4+12,QP093A-0189,TPL_e58a18565379d94f1f273120,TOK_33ad24c737c78e2809b269e4,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6084,6084,EXACT,True,True,True,True,True,True
UT:3+4+4,QP093A-0185,TPL_0c35efc9f6da03e349bc3d2c,TOK_c1821bcd68195270864a37bb,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1476,1476,EXACT,True,True,True,True,True,True
UT:3+4+6,QP093A-0186,TPL_58cfdae6acf2ee6faf1e70f9,TOK_00d00434c0d3fe0ecb8c82c7,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2196,2196,EXACT,True,True,True,True,True,True
UT:3+4+8,QP093A-0187,TPL_8d5bb6154baae7b31a354b9c,TOK_a9411862084d2a5905f531cc,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3204,3204,EXACT,True,True,True,True,True,True
UT:3+4+9,QP093A-0188,TPL_854a8a118d6cd6762ab4cbd8,TOK_a03f72cd2be7c51fcd30b7e4,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3816,3816,EXACT,True,True,True,True,True,True
UT:3+6+12,QP093A-0193,TPL_1216587fe46b3a913bd10dbf,TOK_5a4e57b89f2941d8a39c86d6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6804,6804,EXACT,True,True,True,True,True,True
UT:3+6+6,QP093A-0190,TPL_8878b57d7cf54c88773f559d,TOK_9ef3537e4344c5e27e71a64c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2916,2916,EXACT,True,True,True,True,True,True
UT:3+6+8,QP093A-0191,TPL_e62316fba9fd81f8638f4edf,TOK_15e2bee1eed8074d5771eacd,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3924,3924,EXACT,True,True,True,True,True,True
UT:3+6+9,QP093A-0192,TPL_c639e8cf1cbffccd55e13558,TOK_4f1a31682c7ac15ae8dc3ab9,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4536,4536,EXACT,True,True,True,True,True,True
UT:3+8+12,QP093A-0196,TPL_b296d329a0b90768c4bd3319,TOK_7a267062228613da4bdbda50,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7812,7812,EXACT,True,True,True,True,True,True
UT:3+8+8,QP093A-0194,TPL_77e259d2b77161222bb75cab,TOK_22b2bec5ef832da6ddf6b042,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4932,4932,EXACT,True,True,True,True,True,True
UT:3+8+9,QP093A-0195,TPL_6eaa8b8e3e450a51fb8f6290,TOK_cdfecf9c70c4a937232700d1,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5544,5544,EXACT,True,True,True,True,True,True
UT:3+9+12,QP093A-0198,TPL_3ded66214e90e6e41768a269,TOK_e325a200be540a01d08aa453,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8424,8424,EXACT,True,True,True,True,True,True
UT:3+9+9,QP093A-0197,TPL_d6b75d9e7fb18fad986d87a4,TOK_264c91e7bca5bdfb1ec469dd,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6156,6156,EXACT,True,True,True,True,True,True
UT:4+12+12,QP093A-0214,TPL_66fb68f02bc70da6f935544e,TOK_70862b4838e57a05384f3025,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10944,10944,EXACT,True,True,True,True,True,True
UT:4+4+12,QP093A-0204,TPL_d537334a929c25760e216254,TOK_ef75ac1752c2a6aa9b6982b1,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6336,6336,EXACT,True,True,True,True,True,True
UT:4+4+4,QP093A-0200,TPL_eb403f7da06c352894019c3e,TOK_c516b1362b904b174bed2cda,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1728,1728,EXACT,True,True,True,True,True,True
UT:4+4+6,QP093A-0201,TPL_65e17bef3ce04ac5c983ce81,TOK_788fa9b8d3b3970cd03ec4f5,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2448,2448,EXACT,True,True,True,True,True,True
UT:4+4+8,QP093A-0202,TPL_2e4581c512dbb08c9467c6ea,TOK_a4c6eebaab11bb3f7e22324c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3456,3456,EXACT,True,True,True,True,True,True
UT:4+4+9,QP093A-0203,TPL_7bc50a375be629b31452f24e,TOK_4d55921e79edee852ae62bdc,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4068,4068,EXACT,True,True,True,True,True,True
UT:4+6+12,QP093A-0208,TPL_cb06b33a6467954285dd55a4,TOK_62e273903773bd126eeb5820,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7056,7056,EXACT,True,True,True,True,True,True
UT:4+6+6,QP093A-0205,TPL_ed9ace7269a5712cc0827eda,TOK_4331073a0101f6b7ed7858b4,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3168,3168,EXACT,True,True,True,True,True,True
UT:4+6+8,QP093A-0206,TPL_65722946bf8eacfee93ce4e8,TOK_482c4a4946be580320c10a49,THREE_BODY_COLOR,REJECTED,REJECTED,4176,4176,EXACT,True,True,True,True,True,True
UT:4+6+9,QP093A-0207,TPL_6359976bf39cde5193b5d5cc,TOK_839392fc2bd5a087580736cf,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4788,4788,EXACT,True,True,True,True,True,True
UT:4+8+12,QP093A-0211,TPL_b70e479cb73e76381a0e1b44,TOK_8f86a4c4446ca2595cf9f435,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8064,8064,EXACT,True,True,True,True,True,True
UT:4+8+8,QP093A-0209,TPL_bf224c96512487ad601b4e68,TOK_3e7eaaa8755b46fef52a8e1d,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5184,5184,EXACT,True,True,True,True,True,True
UT:4+8+9,QP093A-0210,TPL_a89b5c38efeb69941abae6c3,TOK_ca65f5635bb896fd6673eb24,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5796,5796,EXACT,True,True,True,True,True,True
UT:4+9+12,QP093A-0213,TPL_6ae303ecf68157518ca813ee,TOK_e4fbad0a149b5a25f152f7ec,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8676,8676,EXACT,True,True,True,True,True,True
UT:4+9+9,QP093A-0212,TPL_d119311d3099b73b2c88ff74,TOK_d2fde52d7828f1e830accd8e,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6408,6408,EXACT,True,True,True,True,True,True
UT:6+12+12,QP093A-0224,TPL_fd3312f1e6008fb2266151b7,TOK_3298fe392eefef700a438165,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,11664,11664,EXACT,True,True,True,True,True,True
UT:6+6+12,QP093A-0218,TPL_ccafaaa9acb914b65aa22ef8,TOK_dee766330527529f1994a513,THREE_BODY_COLOR,REJECTED,REJECTED,7776,7776,EXACT,True,True,True,True,True,True
UT:6+6+6,QP093A-0215,TPL_13e4d3b7bd36b91e56ab6b82,TOK_ce7be0c469cc6c073a368cfd,THREE_BODY_COLOR,REJECTED,REJECTED,3888,3888,EXACT,True,True,True,True,True,True
UT:6+6+8,QP093A-0216,TPL_9e3b65f86c3ff40fe599c96d,TOK_0d05c3382002e0fe5b3b30d3,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4896,4896,EXACT,True,True,True,True,True,True
UT:6+6+9,QP093A-0217,TPL_ed6e97b628e8165e4b00b030,TOK_f123f08d2231e1d31fc1d9f9,THREE_BODY_COLOR,REJECTED,REJECTED,5508,5508,EXACT,True,True,True,True,True,True
UT:6+8+12,QP093A-0221,TPL_46df498fe8a0e225fdfc0d48,TOK_f2c2535058be79a14f46084c,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,8784,8784,EXACT,True,True,True,True,True,True
UT:6+8+8,QP093A-0219,TPL_e138a541b9cf2fe53c097a46,TOK_1057ef9e683332aa24c8c035,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5904,5904,EXACT,True,True,True,True,True,True
UT:6+8+9,QP093A-0220,TPL_a4cf8cae4b845652423eeb4a,TOK_a9ba0373145f13d14e35c53a,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6516,6516,EXACT,True,True,True,True,True,True
UT:6+9+12,QP093A-0223,TPL_aba6533e14bf985b2b17dfa2,TOK_2de33c8830078571fcd221ff,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,9396,9396,EXACT,True,True,True,True,True,True
UT:6+9+9,QP093A-0222,TPL_6eddaa518bff39f7492ccc93,TOK_4a4abf0eb04d71a3640410a2,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7128,7128,EXACT,True,True,True,True,True,True
UT:8+12+12,QP093A-0230,TPL_9f0fcff206ad4308202a8653,TOK_6e4bf67933bfcbe62c0adce3,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,12672,12672,EXACT,True,True,True,True,True,True
UT:8+8+12,QP093A-0227,TPL_347302764fefff0008a50834,TOK_7b27e0a9dfce8e2e96f9138f,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,9792,9792,EXACT,True,True,True,True,True,True
UT:8+8+8,QP093A-0225,TPL_141d3677040e580ce6978126,TOK_64fc42dc28dada6663b07c04,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6912,6912,EXACT,True,True,True,True,True,True
