candidate_id,bin,latest_matter_row_allowed,stability_status,closure_status,matter_gate_reason,in_matter_table
QP093A-0305,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0306,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0307,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0308,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0309,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0310,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0311,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0312,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0313,hidden_source_support_rows,no,HIDDEN_SUPPORT_NOT_MATTER,SOURCE_SUPPORT_ONLY,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0314,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_DIRECT_QA_AS_MASS,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0315,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_CARRIER_PROMOTION,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0316,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_NO_COMPRESSION,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0317,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_RANDOM_CLOSURE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0318,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_NEAREST_MATCH_CONSTRUCTION,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0319,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_OPEN_COLOR,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0320,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_NO_SURFACE_STACK,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0321,rejected_fake_closures,no,REJECTED_FAKE_CLOSURE,REJECT_FAKE_PARENT,REJECT_NOT_MATTER_ALLOWED,no
